CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Solano_06.21.1983-12.31.1992
382190N1219520W001,,2/27/1991,00:00,,,12.600,0.000,12.600,22.560,22.560,9.960,12.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382190N1219520W001,,10/18/1991,00:00,,,13.800,0.000,13.800,22.560,22.560,8.760,13.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382190N1219520W001,,3/11/1992,00:00,,,12.400,0.000,12.400,22.560,22.560,10.160,12.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382190N1219520W001,,10/8/1992,00:00,,,13.200,0.000,13.200,22.560,22.560,9.360,13.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,3/16/1990,00:00,,,8.800,0.000,8.800,23.600,22.600,14.800,7.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,10/10/1990,00:00,,,9.500,0.000,9.500,23.600,22.600,14.100,8.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,3/7/1991,00:00,,,9.300,0.000,9.300,23.600,22.600,14.300,8.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,10/18/1991,00:00,,,8.700,0.000,8.700,23.600,22.600,14.900,7.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,3/13/1992,00:00,,,8.600,0.000,8.600,23.600,22.600,15.000,7.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,10/8/1992,00:00,,,8.000,0.000,8.000,23.600,22.600,15.600,7.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,10/4/1983,00:00,,,9.000,0.000,9.000,23.600,22.600,14.600,8.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,3/12/1984,00:00,,4 - Pumped recently,8.500,0.000,8.500,23.600,22.600,15.100,7.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,10/2/1984,00:00,,4 - Pumped recently,14.200,0.000,14.200,23.600,22.600,9.400,13.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,3/8/1985,00:00,,,6.900,0.000,6.900,23.600,22.600,16.700,5.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,10/7/1985,00:00,,,9.600,0.000,9.600,23.600,22.600,14.000,8.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,3/14/1986,00:00,,,2.000,0.000,2.000,23.600,22.600,21.600,1.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,10/2/1986,00:00,,,8.400,0.000,8.400,23.600,22.600,15.200,7.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,3/4/1987,00:00,,,11.200,0.000,11.200,23.600,22.600,12.400,10.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,10/14/1987,00:00,,,9.200,0.000,9.200,23.600,22.600,14.400,8.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,3/15/1988,00:00,,,23.000,0.000,23.000,23.600,22.600,0.600,22.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,10/11/1988,00:00,,,9.000,0.000,9.000,23.600,22.600,14.600,8.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,2/27/1989,00:00,,,13.900,0.000,13.900,23.600,22.600,9.700,12.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382207N1221101W001,,12/5/1989,00:00,,,9.600,0.000,9.600,23.600,22.600,14.000,8.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,3/29/1990,00:00,,,39.600,0.000,39.600,73.520,72.520,33.920,38.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,10/17/1990,00:00,,,42.700,0.000,42.700,73.520,72.520,30.820,41.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,3/5/1991,00:00,9 - Temporarily inaccessible,,,,,73.520,72.520,,,,,Department of Water Resources,Voluntary,LIVESTOCK BLOCKING WELL,Solano_06.21.1983-12.31.1992
382209N1218365W001,,10/18/1991,00:00,,,41.700,0.000,41.700,73.520,72.520,31.820,40.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,3/11/1992,00:00,,,44.200,0.000,44.200,73.520,72.520,29.320,43.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,10/5/1992,00:00,,,44.700,0.000,44.700,73.520,72.520,28.820,43.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,10/4/1983,00:00,,,40.200,0.000,40.200,73.520,72.520,33.320,39.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,3/19/1984,00:00,,,39.200,0.000,39.200,73.520,72.520,34.320,38.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,10/3/1984,00:00,,,42.800,0.000,42.800,73.520,72.520,30.720,41.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,3/11/1985,00:00,,,38.300,0.000,38.300,73.520,72.520,35.220,37.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,10/9/1985,00:00,,,37.800,0.000,37.800,73.520,72.520,35.720,36.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,3/19/1986,00:00,,,36.800,0.000,36.800,73.520,72.520,36.720,35.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,10/3/1986,00:00,,,37.300,0.000,37.300,73.520,72.520,36.220,36.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,3/3/1987,00:00,,,37.400,0.000,37.400,73.520,72.520,36.120,36.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,10/13/1987,00:00,,,38.700,0.000,38.700,73.520,72.520,34.820,37.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,3/7/1988,00:00,,,37.400,0.000,37.400,73.520,72.520,36.120,36.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,10/3/1988,00:00,,,46.000,0.000,46.000,73.520,72.520,27.520,45.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,3/7/1989,00:00,,,40.500,0.000,40.500,73.520,72.520,33.020,39.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382209N1218365W001,,10/12/1989,00:00,,,41.400,0.000,41.400,73.520,72.520,32.120,40.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,3/16/1990,00:00,,,3.200,0.000,3.200,22.600,22.600,19.400,3.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,10/10/1990,00:00,,,4.500,0.000,4.500,22.600,22.600,18.100,4.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,3/7/1991,00:00,,,2.700,0.000,2.700,22.600,22.600,19.900,2.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,10/18/1991,00:00,,,4.600,0.000,4.600,22.600,22.600,18.000,4.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,3/13/1992,00:00,,,2.900,0.000,2.900,22.600,22.600,19.700,2.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,10/8/1992,00:00,,,4.100,0.000,4.100,22.600,22.600,18.500,4.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,10/4/1983,00:00,,,3.000,0.000,3.000,22.600,22.600,19.600,3.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,3/12/1984,00:00,,,2.400,0.000,2.400,22.600,22.600,20.200,2.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,10/2/1984,00:00,,,4.400,0.000,4.400,22.600,22.600,18.200,4.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,3/8/1985,00:00,,,2.000,0.000,2.000,22.600,22.600,20.600,2.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,10/7/1985,00:00,,,4.500,0.000,4.500,22.600,22.600,18.100,4.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,3/14/1986,00:00,,,0.900,0.000,0.900,22.600,22.600,21.700,0.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,10/2/1986,00:00,,,3.900,0.000,3.900,22.600,22.600,18.700,3.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,3/4/1987,00:00,,,2.800,0.000,2.800,22.600,22.600,19.800,2.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,10/14/1987,00:00,,,4.100,0.000,4.100,22.600,22.600,18.500,4.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,3/15/1988,00:00,,,3.000,0.000,3.000,22.600,22.600,19.600,3.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,10/11/1988,00:00,,,4.900,0.000,4.900,22.600,22.600,17.700,4.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,2/27/1989,00:00,,,3.800,0.000,3.800,22.600,22.600,18.800,3.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382250N1220899W001,,12/5/1989,00:00,,,4.900,0.000,4.900,22.600,22.600,17.700,4.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,3/13/1990,00:00,,,2.900,0.000,2.900,39.800,39.600,36.900,2.700,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,10/2/1990,00:00,,,5.500,0.000,5.500,39.800,39.600,34.300,5.300,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,3/8/1991,00:00,,,2.200,0.000,2.200,39.800,39.600,37.600,2.000,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,10/3/1991,00:00,,,5.000,0.000,5.000,39.800,39.600,34.800,4.800,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,3/9/1992,00:00,,,1.400,0.000,1.400,39.800,39.600,38.400,1.200,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,10/6/1992,00:00,,,2.800,0.000,2.800,39.800,39.600,37.000,2.600,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,10/4/1983,00:00,,,4.200,0.000,4.200,39.800,39.600,35.600,4.000,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,3/21/1984,00:00,,,5.300,0.000,5.300,39.800,39.600,34.500,5.100,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,10/19/1984,00:00,,,5.300,0.000,5.300,39.800,39.600,34.500,5.100,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,3/15/1985,00:00,,,3.000,0.000,3.000,39.800,39.600,36.800,2.800,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,10/25/1985,00:00,,,3.700,0.000,3.700,39.800,39.600,36.100,3.500,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,3/20/1986,00:00,,,1.500,0.000,1.500,39.800,39.600,38.300,1.300,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,10/29/1986,00:00,,,5.700,0.000,5.700,39.800,39.600,34.100,5.500,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,3/10/1988,00:00,,,3.300,0.000,3.300,39.800,39.600,36.500,3.100,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,3/26/1987,00:00,,,2.500,0.000,2.500,39.800,39.600,37.300,2.300,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,10/20/1987,00:00,,,3.200,0.000,3.200,39.800,39.600,36.600,3.000,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,10/24/1988,00:00,,,5.200,0.000,5.200,39.800,39.600,34.600,5.000,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,3/8/1989,00:00,,,2.400,0.000,2.400,39.800,39.600,37.400,2.200,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382292N1221528W001,04N03W01D001M,10/5/1989,00:00,,,5.200,0.000,5.200,39.800,39.600,34.600,5.000,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,3/30/1990,00:00,,,6.000,0.000,6.000,3.650,3.150,-2.350,5.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,10/17/1990,00:00,,,7.400,0.000,7.400,3.650,3.150,-3.750,6.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,2/27/1991,00:00,,,6.900,0.000,6.900,3.650,3.150,-3.250,6.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,10/19/1991,00:00,,4 - Pumped recently,7.500,0.000,7.500,3.650,3.150,-3.850,7.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,3/11/1992,00:00,,,5.300,0.000,5.300,3.650,3.150,-1.650,4.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,10/5/1992,00:00,,,7.100,0.000,7.100,3.650,3.150,-3.450,6.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,10/5/1983,00:00,,,6.500,0.000,6.500,3.650,3.150,-2.850,6.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,3/20/1984,00:00,,,5.400,0.000,5.400,3.650,3.150,-1.750,4.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,10/3/1984,00:00,,,6.700,0.000,6.700,3.650,3.150,-3.050,6.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,3/11/1985,00:00,,,5.700,0.000,5.700,3.650,3.150,-2.050,5.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,10/9/1985,00:00,,,6.800,0.000,6.800,3.650,3.150,-3.150,6.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,3/18/1986,00:00,,,1.600,0.000,1.600,3.650,3.150,2.050,1.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,10/3/1986,00:00,,,6.100,0.000,6.100,3.650,3.150,-2.450,5.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,3/3/1987,00:00,,,5.500,0.000,5.500,3.650,3.150,-1.850,5.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,10/13/1987,00:00,,,7.100,0.000,7.100,3.650,3.150,-3.450,6.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,3/8/1988,00:00,,,6.200,0.000,6.200,3.650,3.150,-2.550,5.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,10/3/1988,00:00,,,7.800,0.000,7.800,3.650,3.150,-4.150,7.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,2/28/1989,00:00,,,7.400,0.000,7.400,3.650,3.150,-3.750,6.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382302N1217126W001,,10/12/1989,00:00,,,7.000,0.000,7.000,3.650,3.150,-3.350,6.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382324N1217879W001,,3/29/1990,00:00,,,18.100,0.000,18.100,34.190,33.490,16.090,17.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382324N1217879W001,,10/17/1990,00:00,,,18.600,0.000,18.600,34.190,33.490,15.590,17.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382324N1217879W001,,3/6/1991,00:00,,,19.000,0.000,19.000,34.190,33.490,15.190,18.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382324N1217879W001,,10/10/1991,00:00,,,19.100,0.000,19.100,34.190,33.490,15.090,18.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382324N1217879W001,,3/11/1992,00:00,,,17.900,0.000,17.900,34.190,33.490,16.290,17.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382324N1217879W001,,10/5/1992,00:00,,,19.900,0.000,19.900,34.190,33.490,14.290,19.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382324N1217879W001,,10/5/1983,00:00,,,11.000,0.000,11.000,34.190,33.490,23.190,10.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382324N1217879W001,,3/20/1984,00:00,,,10.400,0.000,10.400,34.190,33.490,23.790,9.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382324N1217879W001,,10/3/1984,00:00,,,12.200,0.000,12.200,34.190,33.490,21.990,11.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382324N1217879W001,,3/11/1985,00:00,,,13.300,0.000,13.300,34.190,33.490,20.890,12.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382324N1217879W001,,10/9/1985,00:00,,,14.100,0.000,14.100,34.190,33.490,20.090,13.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382324N1217879W001,,3/18/1986,00:00,,,10.900,0.000,10.900,34.190,33.490,23.290,10.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
