CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,SanBenito_06.21.1983-06.21.2013
365972N1208193W001,15S11E30E003M,4/10/2000,00:00,,9 - Acoustical sounder,58.000,0.000,58.000,"1,195.100","1,194.100","1,137.100",57.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208193W001,15S11E30E003M,4/23/2003,00:00,,,53.400,0.000,53.400,"1,195.100","1,194.100","1,141.700",52.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208193W001,15S11E30E003M,4/8/2004,00:00,,,52.700,0.000,52.700,"1,195.100","1,194.100","1,142.400",51.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208193W001,15S11E30E003M,4/27/2005,00:00,,,51.500,0.000,51.500,"1,195.100","1,194.100","1,143.600",50.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208193W001,15S11E30E003M,4/27/2006,00:00,,,56.200,0.000,56.200,"1,195.100","1,194.100","1,138.900",55.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208193W001,15S11E30E003M,4/27/2007,00:00,,,51.200,0.000,51.200,"1,195.100","1,194.100","1,143.900",50.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208193W001,15S11E30E003M,4/21/2009,00:00,,,53.600,0.000,53.600,"1,195.100","1,194.100","1,141.500",52.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208193W001,15S11E30E003M,4/23/2013,00:00,,,53.400,0.000,53.400,"1,195.100","1,194.100","1,141.700",52.400,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365978N1208193W001,15S11E30E002M,3/27/2012,00:00,,,134.500,0.000,134.500,"1,195.100","1,194.100","1,060.600",133.500,ST - Steel tape measurement,0.01 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365978N1208193W001,15S11E30E002M,2/26/1997,00:00,,9 - Acoustical sounder,164.000,0.000,164.000,"1,195.100","1,194.100","1,031.100",163.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365978N1208193W001,15S11E30E002M,4/10/2000,00:00,,9 - Acoustical sounder,147.000,0.000,147.000,"1,195.100","1,194.100","1,048.100",146.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365978N1208193W001,15S11E30E002M,4/23/2003,00:00,,9 - Acoustical sounder,144.000,0.000,144.000,"1,195.100","1,194.100","1,051.100",143.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365978N1208193W001,15S11E30E002M,4/8/2004,00:00,,,131.600,0.000,131.600,"1,195.100","1,194.100","1,063.500",130.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365978N1208193W001,15S11E30E002M,4/27/2005,00:00,,9 - Acoustical sounder,140.000,0.000,140.000,"1,195.100","1,194.100","1,055.100",139.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365978N1208193W001,15S11E30E002M,4/27/2006,00:00,,9 - Acoustical sounder,138.000,0.000,138.000,"1,195.100","1,194.100","1,057.100",137.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365978N1208193W001,15S11E30E002M,4/27/2007,00:00,,9 - Acoustical sounder,139.000,0.000,139.000,"1,195.100","1,194.100","1,056.100",138.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365978N1208193W001,15S11E30E002M,4/21/2009,00:00,,9 - Acoustical sounder,135.000,0.000,135.000,"1,195.100","1,194.100","1,060.100",134.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365978N1208193W001,15S11E30E002M,4/23/2013,00:00,,,135.100,0.000,135.100,"1,195.100","1,194.100","1,060.000",134.100,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,3/27/2012,00:00,2 - Pump house locked,,,,,"1,214.090","1,213.090",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,9/15/1983,00:00,9 - Temporarily inaccessible,,,,,"1,214.090","1,213.090",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,2/22/1988,00:00,,,139.000,0.000,139.000,"1,214.090","1,213.090","1,075.090",138.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,1/8/1991,00:00,,9 - Acoustical sounder,122.000,0.000,122.000,"1,214.090","1,213.090","1,092.090",121.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,3/18/1992,00:00,,,116.100,0.000,116.100,"1,214.090","1,213.090","1,097.990",115.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,4/14/1993,00:00,,,112.200,0.000,112.200,"1,214.090","1,213.090","1,101.890",111.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,3/17/1994,00:00,,,116.500,0.000,116.500,"1,214.090","1,213.090","1,097.590",115.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,4/26/1995,00:00,,,108.500,0.000,108.500,"1,214.090","1,213.090","1,105.590",107.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,4/23/1996,00:00,,,104.800,0.000,104.800,"1,214.090","1,213.090","1,109.290",103.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,4/10/2000,00:00,,9 - Acoustical sounder,83.000,0.000,83.000,"1,214.090","1,213.090","1,131.090",82.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,4/23/2003,00:00,,9 - Acoustical sounder,81.000,0.000,81.000,"1,214.090","1,213.090","1,133.090",80.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,4/8/2004,00:00,,,82.000,0.000,82.000,"1,214.090","1,213.090","1,132.090",81.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,4/27/2005,00:00,9 - Temporarily inaccessible,,,,,"1,214.090","1,213.090",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,4/27/2006,00:00,9 - Temporarily inaccessible,,,,,"1,214.090","1,213.090",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,4/27/2007,00:00,9 - Temporarily inaccessible,,,,,"1,214.090","1,213.090",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,4/21/2009,00:00,,,78.000,0.000,78.000,"1,214.090","1,213.090","1,136.090",77.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366008N1208132W001,15S11E30C001M,4/23/2013,00:00,2 - Pump house locked,,,,,"1,214.090","1,213.090",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,3/27/2012,00:00,,,69.800,0.000,69.800,"1,228.600","1,228.100","1,158.800",69.300,ST - Steel tape measurement,0.01 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,9/14/1983,00:00,1 - Pumping,,,,,"1,228.600","1,228.100",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,2/22/1988,00:00,1 - Pumping,,,,,"1,228.600","1,228.100",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,1/8/1991,00:00,,9 - Acoustical sounder,101.500,0.000,101.500,"1,228.600","1,228.100","1,127.100",101.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,3/18/1992,00:00,1 - Pumping,,,,,"1,228.600","1,228.100",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,4/14/1993,00:00,,9 - Acoustical sounder,84.500,0.000,84.500,"1,228.600","1,228.100","1,144.100",84.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,3/17/1994,00:00,,9 - Acoustical sounder,83.500,0.000,83.500,"1,228.600","1,228.100","1,145.100",83.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,4/26/1995,00:00,,,77.000,0.000,77.000,"1,228.600","1,228.100","1,151.600",76.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,4/23/1996,00:00,,,80.700,0.000,80.700,"1,228.600","1,228.100","1,147.900",80.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,4/10/2000,00:00,,1 - Pumping,87.000,0.000,87.000,"1,228.600","1,228.100","1,141.600",86.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,4/24/2003,00:00,,9 - Acoustical sounder,80.000,0.000,80.000,"1,228.600","1,228.100","1,148.600",79.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,4/8/2004,00:00,,,74.800,0.000,74.800,"1,228.600","1,228.100","1,153.800",74.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,4/27/2005,00:00,,,76.000,0.000,76.000,"1,228.600","1,228.100","1,152.600",75.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,4/27/2006,00:00,,,74.000,0.000,74.000,"1,228.600","1,228.100","1,154.600",73.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,4/27/2007,00:00,,,74.700,0.000,74.700,"1,228.600","1,228.100","1,153.900",74.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,4/21/2009,00:00,8 - Casing leaking or wet,,,,,"1,228.600","1,228.100",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366033N1208360W001,15S10E24N001M,4/23/2013,00:00,1 - Pumping,,,,,"1,228.600","1,228.100",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,3/27/2012,00:00,,,85.400,0.000,85.400,"1,244.100","1,243.100","1,158.700",84.400,ST - Steel tape measurement,0.01 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,2/22/1988,00:00,,,116.000,0.000,116.000,"1,244.100","1,243.100","1,128.100",115.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,1/8/1991,00:00,,,107.000,0.000,107.000,"1,244.100","1,243.100","1,137.100",106.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,3/18/1992,00:00,,9 - Acoustical sounder,103.000,0.000,103.000,"1,244.100","1,243.100","1,141.100",102.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,4/14/1993,00:00,,9 - Acoustical sounder,98.000,0.000,98.000,"1,244.100","1,243.100","1,146.100",97.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,3/17/1994,00:00,,9 - Acoustical sounder,99.000,0.000,99.000,"1,244.100","1,243.100","1,145.100",98.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,4/25/1995,00:00,,,95.400,0.000,95.400,"1,244.100","1,243.100","1,148.700",94.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,4/23/1996,00:00,,,81.700,0.000,81.700,"1,244.100","1,243.100","1,162.400",80.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,4/10/2000,00:00,,9 - Acoustical sounder,58.000,0.000,58.000,"1,244.100","1,243.100","1,186.100",57.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,4/24/2003,00:00,,9 - Acoustical sounder,83.000,0.000,83.000,"1,244.100","1,243.100","1,161.100",82.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,4/8/2004,00:00,,,89.400,0.000,89.400,"1,244.100","1,243.100","1,154.700",88.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,4/27/2005,00:00,,,89.300,0.000,89.300,"1,244.100","1,243.100","1,154.800",88.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,4/27/2006,00:00,,9 - Acoustical sounder,87.000,0.000,87.000,"1,244.100","1,243.100","1,157.100",86.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,4/27/2007,00:00,,,86.000,0.000,86.000,"1,244.100","1,243.100","1,158.100",85.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,4/21/2009,00:00,,,86.700,0.000,86.700,"1,244.100","1,243.100","1,157.400",85.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366036N1208399W001,15S10E24N003M,4/23/2013,00:00,4 - Can't get tape in casing,,,,,"1,244.100","1,243.100",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366053N1208404W001,15S10E24N002M,3/27/2012,00:00,,,84.600,0.000,84.600,"1,244.110","1,243.110","1,159.510",83.600,ST - Steel tape measurement,0.01 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366053N1208404W001,15S10E24N002M,2/26/1997,00:00,,,85.100,0.000,85.100,"1,244.110","1,243.110","1,159.010",84.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366053N1208404W001,15S10E24N002M,4/10/2000,00:00,,9 - Acoustical sounder,85.000,0.000,85.000,"1,244.110","1,243.110","1,159.110",84.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366053N1208404W001,15S10E24N002M,4/24/2003,00:00,,9 - Acoustical sounder,80.000,0.000,80.000,"1,244.110","1,243.110","1,164.110",79.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366053N1208404W001,15S10E24N002M,4/8/2004,00:00,,,79.900,0.000,79.900,"1,244.110","1,243.110","1,164.210",78.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366053N1208404W001,15S10E24N002M,4/27/2005,00:00,,,78.600,0.000,78.600,"1,244.110","1,243.110","1,165.510",77.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366053N1208404W001,15S10E24N002M,4/27/2006,00:00,,,78.300,0.000,78.300,"1,244.110","1,243.110","1,165.810",77.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366053N1208404W001,15S10E24N002M,4/27/2007,00:00,,,141.800,0.000,141.800,"1,244.110","1,243.110","1,102.310",140.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366053N1208404W001,15S10E24N002M,4/21/2009,00:00,,,85.200,0.000,85.200,"1,244.110","1,243.110","1,158.910",84.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366053N1208404W001,15S10E24N002M,4/23/2013,00:00,1 - Pumping,,,,,"1,244.110","1,243.110",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366056N1208635W001,15S10E22Q001M,3/29/2012,00:00,,,52.100,0.000,52.100,"1,277.130","1,276.130","1,225.030",51.100,ST - Steel tape measurement,0.01 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366056N1208635W001,15S10E22Q001M,2/25/1997,00:00,,,59.800,0.000,59.800,"1,277.130","1,276.130","1,217.330",58.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366056N1208635W001,15S10E22Q001M,4/11/2000,00:00,,9 - Acoustical sounder,56.000,0.000,56.000,"1,277.130","1,276.130","1,221.130",55.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366056N1208635W001,15S10E22Q001M,4/24/2003,00:00,,,56.200,0.000,56.200,"1,277.130","1,276.130","1,220.930",55.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366056N1208635W001,15S10E22Q001M,4/8/2004,00:00,,,52.500,0.000,52.500,"1,277.130","1,276.130","1,224.630",51.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366056N1208635W001,15S10E22Q001M,4/27/2005,00:00,9 - Temporarily inaccessible,,,,,"1,277.130","1,276.130",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366056N1208635W001,15S10E22Q001M,4/27/2006,00:00,,,52.600,0.000,52.600,"1,277.130","1,276.130","1,224.530",51.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366056N1208635W001,15S10E22Q001M,4/27/2007,00:00,9 - Temporarily inaccessible,,,,,"1,277.130","1,276.130",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366056N1208635W001,15S10E22Q001M,4/21/2009,00:00,,,52.000,0.000,52.000,"1,277.130","1,276.130","1,225.130",51.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366056N1208635W001,15S10E22Q001M,4/22/2013,00:00,,,52.300,0.000,52.300,"1,277.130","1,276.130","1,224.830",51.300,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366072N1208782W001,15S10E21J001M,3/29/2012,00:00,,,77.800,0.000,77.800,"1,328.150","1,328.150","1,250.350",77.800,ST - Steel tape measurement,0.01 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366072N1208782W001,15S10E21J001M,2/25/1997,00:00,,,97.500,0.000,97.500,"1,328.150","1,328.150","1,230.650",97.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366072N1208782W001,15S10E21J001M,4/11/2000,00:00,,9 - Acoustical sounder,83.000,0.000,83.000,"1,328.150","1,328.150","1,245.150",83.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366072N1208782W001,15S10E21J001M,4/24/2003,00:00,,9 - Acoustical sounder,77.000,0.000,77.000,"1,328.150","1,328.150","1,251.150",77.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
366072N1208782W001,15S10E21J001M,4/8/2004,00:00,,,78.800,0.000,78.800,"1,328.150","1,328.150","1,249.350",78.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
